tileSize,tileCount,campaignIndex,replicateIndex,seed,bytesPerInvocation,timedTotalBytes,repeatCount,trialIndex,executionOrder,indexedMs,feedbackMs,pairedDeltaMs,pairedRatio
16,256,2,3,11303,196608,8454144,43,6,feedback-first,0.350293023255814,0.352537209302326,0.00224418604651161,1.00640659647073
16,256,2,3,11303,196608,8454144,43,7,indexed-first,0.356148837209302,0.364211627906977,0.0080627906976744,1.02263882359087
16,256,2,3,11303,196608,8454144,43,8,feedback-first,0.362155813953488,0.366972093023256,0.00481627906976745,1.01329891412536
16,256,2,3,11303,196608,8454144,43,9,indexed-first,0.356272093023256,0.35176976744186,-0.00450232558139541,0.98736267681482
16,256,2,3,11303,196608,8454144,43,10,feedback-first,0.355374418604651,0.354797674418605,-0.000576744186046529,0.998377080184018
16,1024,2,1,11401,786432,8650752,11,1,indexed-first,1.41109090909091,1.39291818181818,-0.018172727272727,0.987121504960701
16,1024,2,1,11401,786432,8650752,11,2,feedback-first,1.44422727272727,1.40157272727273,-0.0426545454545455,0.970465489566613
16,1024,2,1,11401,786432,8650752,11,3,indexed-first,1.45747272727273,1.44401818181818,-0.0134545454545454,0.990768578236299
16,1024,2,1,11401,786432,8650752,11,4,feedback-first,1.42756363636364,1.39964545454545,-0.027918181818182,0.980443476488868
16,1024,2,1,11401,786432,8650752,11,5,indexed-first,1.41534545454545,1.40639090909091,-0.00895454545454566,0.993673243923745
16,1024,2,1,11401,786432,8650752,11,6,feedback-first,1.48467272727273,1.42362727272727,-0.0610454545454544,0.958882888178601
16,1024,2,1,11401,786432,8650752,11,7,indexed-first,1.52594545454545,1.45399090909091,-0.0719545454545456,0.952845925625841
16,1024,2,1,11401,786432,8650752,11,8,feedback-first,1.58552727272727,1.47030909090909,-0.115218181818182,0.92733131507729
16,1024,2,1,11401,786432,8650752,11,9,indexed-first,1.45503636363636,1.42269090909091,-0.0323454545454545,0.977770002624114
16,1024,2,1,11401,786432,8650752,11,10,feedback-first,1.43804545454545,1.42167272727273,-0.016372727272727,0.988614596832822
16,1024,2,2,11402,786432,8650752,11,1,indexed-first,1.40222727272727,1.408,0.00577272727272726,1.00411682712568
16,1024,2,2,11402,786432,8650752,11,2,feedback-first,1.47032727272727,1.43264545454545,-0.0376818181818179,0.974371815798586
16,1024,2,2,11402,786432,8650752,11,3,indexed-first,1.46250909090909,1.42483636363636,-0.0376727272727273,0.974241030358786
16,1024,2,2,11402,786432,8650752,11,4,feedback-first,1.40086363636364,1.39216363636364,-0.00869999999999993,0.993789545410299
16,1024,2,2,11402,786432,8650752,11,5,indexed-first,1.40043636363636,1.39444545454545,-0.00599090909090916,0.995722112588284
16,1024,2,2,11402,786432,8650752,11,6,feedback-first,1.52096363636364,1.40374545454545,-0.117218181818182,0.922931634251013
16,1024,2,2,11402,786432,8650752,11,7,indexed-first,1.47743636363636,1.4475,-0.0299363636363636,0.979737629062627
16,1024,2,2,11402,786432,8650752,11,8,feedback-first,1.39589090909091,1.40719090909091,0.0113000000000001,1.00809518847527
16,1024,2,2,11402,786432,8650752,11,9,indexed-first,1.39900909090909,1.38531818181818,-0.013690909090909,0.990213852661949
16,1024,2,2,11402,786432,8650752,11,10,feedback-first,1.44726363636364,1.38795454545455,-0.059309090909091,0.959019843089467
16,1024,2,3,11403,786432,8650752,11,1,indexed-first,1.45326363636364,1.40256363636364,-0.0507,0.965113005836393
16,1024,2,3,11403,786432,8650752,11,2,feedback-first,1.43798181818182,1.39460909090909,-0.0433727272727273,0.969837777693485
16,1024,2,3,11403,786432,8650752,11,3,indexed-first,1.53940909090909,1.43022727272727,-0.109181818181818,0.929075501225381
16,1024,2,3,11403,786432,8650752,11,4,feedback-first,1.49416363636364,1.40359090909091,-0.0905727272727272,0.939382323951374
16,1024,2,3,11403,786432,8650752,11,5,indexed-first,1.47060909090909,2.31122727272727,0.840618181818182,1.57161225713526
16,1024,2,3,11403,786432,8650752,11,6,feedback-first,1.54945454545455,2.07585454545455,0.5264,1.33973245716968
16,1024,2,3,11403,786432,8650752,11,7,indexed-first,1.47008181818182,1.41507272727273,-0.0550090909090908,0.962580932415636
16,1024,2,3,11403,786432,8650752,11,8,feedback-first,1.45281818181818,1.413,-0.0398181818181815,0.972592453538577
16,1024,2,3,11403,786432,8650752,11,9,indexed-first,1.48276363636364,1.49759090909091,0.0148272727272729,1.0099997547577
16,1024,2,3,11403,786432,8650752,11,10,feedback-first,1.49807272727273,1.46811818181818,-0.0299545454545458,0.98000461198631
